"Classes of property, plant and equipment [Axis]","Property, plant and equipment [Member]",,,,,,
"Whether property, plant and equipment are stated at revalued amount",No,No,No,No,,,
"Whether property, plant and equipment are stated at revalued amount",No,No,No,No,,,
"Whether property, plant and equipment are stated at revalued amount",No,No,No,No,,,
"Whether property, plant and equipment are stated at revalued amount",No,No,No,No,,,
"Whether property, plant and equipment are stated at revalued amount",No,No,No,No,,,
"Whether property, plant and equipment are stated at revalued amount",No,No,No,No,,,
"Whether property, plant and equipment are stated at revalued amount",No,No,No,No,,,
